tweet_id,seq_len,runtime_s,true_label,predicted_label
227,9,0.01805,2,2
228,13,0.01824,0,2
229,19,0.0181,2,2
230,7,0.01802,0,2
231,11,0.01834,2,2
232,22,0.01809,0,2
233,27,0.01813,2,2
234,28,0.01817,0,2
235,18,0.01825,0,2
236,18,0.01834,0,2
237,15,0.01832,2,2
238,21,0.01826,2,2
239,7,0.01817,0,2
240,21,0.01813,0,2
241,25,0.01819,0,2
242,26,0.01806,2,2
243,10,0.01832,0,2
244,25,0.01803,0,2
245,11,0.018,0,2
246,14,0.01814,0,2
247,29,0.01811,0,2
248,14,0.01806,0,2
249,23,0.01811,0,2
250,10,0.01827,0,2
251,9,0.01827,2,2
252,19,0.01815,0,2
253,23,0.01893,0,2
254,25,0.01977,2,2
255,7,0.01815,2,2
256,30,0.01836,0,2
257,8,0.01845,0,2
258,16,0.01878,0,2
259,29,0.01885,0,2
260,11,0.01864,0,2
261,5,0.01866,0,2
262,25,0.01866,2,2
263,5,0.01858,0,2
264,32,0.01863,2,2
265,6,0.01907,0,2
266,7,0.0186,2,2
267,27,0.01889,0,2
268,14,0.0188,2,2
269,22,0.0186,2,2
270,19,0.01837,2,2
271,7,0.0184,2,2
272,7,0.01839,0,2
273,17,0.01843,0,2
274,28,0.01836,0,2
275,10,0.01841,2,2
276,10,0.01847,0,2
277,24,0.01833,2,2
278,11,0.01828,0,2
279,9,0.01823,2,2
280,20,0.01834,2,2
281,27,0.01827,0,2
282,14,0.01827,2,2
283,4,0.01827,2,2
284,18,0.01845,2,2
285,9,0.01832,2,2
286,27,0.01821,0,2
287,8,0.01842,2,2
288,11,0.01862,2,2
289,16,0.01843,2,2
290,17,0.01853,2,2
291,12,0.01855,2,2
292,15,0.01866,2,2
293,14,0.01845,2,2
294,6,0.01845,0,2
295,7,0.01831,0,2
296,16,0.01839,2,2
297,5,0.01837,0,2
298,6,0.01849,2,2
299,12,0.01833,2,2
300,13,0.01844,2,2
301,33,0.01842,2,2
302,4,0.01851,0,2
303,13,0.01884,0,2
304,30,0.02126,2,2
305,13,0.02131,0,2
306,35,0.01859,2,2
307,12,0.02062,0,2
308,23,0.01866,0,2
309,15,0.01863,2,2
310,4,0.0187,2,2
311,23,0.01825,2,2
312,25,0.01826,2,2
313,12,0.01838,2,2
314,8,0.01836,2,2
315,29,0.01825,0,2
316,17,0.01856,2,2
317,11,0.01861,0,2
318,14,0.0188,0,2
319,32,0.0186,2,2
320,23,0.01896,2,2
321,23,0.01896,0,2
322,11,0.01854,2,2
323,30,0.01846,0,2
324,12,0.01864,0,2
325,13,0.0186,2,2
326,24,0.01844,2,2
327,9,0.0185,2,2
328,10,0.01834,2,2
329,32,0.01842,0,2
330,17,0.01838,0,2
331,6,0.01838,0,2
332,15,0.01836,0,2
333,15,0.01843,2,2
334,31,0.0184,0,2
335,6,0.01852,2,2
336,22,0.01855,2,2
337,23,0.01864,0,2
338,12,0.01845,0,2
339,18,0.01843,2,2
340,8,0.01868,2,2
341,23,0.01843,2,2
342,13,0.01845,0,2
343,12,0.01837,0,2
344,22,0.01846,2,2
345,20,0.01842,2,2
346,22,0.0191,0,2
347,18,0.01873,2,2
348,13,0.01827,0,2
349,15,0.01813,0,2
350,19,0.01819,0,2
351,23,0.01819,2,2
352,6,0.01806,2,2
353,6,0.01827,2,2
354,19,0.01826,0,2
355,7,0.01825,0,2
356,3,0.01825,0,2
357,9,0.01838,0,2
358,15,0.01821,2,2
359,22,0.01812,2,2
360,25,0.01809,0,2
361,23,0.01831,0,2
362,20,0.01831,2,2
363,22,0.01816,0,2
364,5,0.01835,0,2
365,19,0.01842,0,2
366,16,0.01814,2,2
367,9,0.0183,0,2
368,16,0.01822,0,2
369,14,0.01835,2,2
370,10,0.01841,2,2
371,29,0.01831,2,2
372,12,0.01888,2,2
373,35,0.01887,2,2
374,15,0.01869,2,2
375,28,0.01866,2,2
376,9,0.01843,2,2
377,27,0.01847,2,2
378,8,0.01867,0,2
379,23,0.01844,0,2
380,7,0.0185,0,2
381,9,0.01848,0,2
382,23,0.01839,0,2
383,29,0.01822,2,2
384,16,0.01839,0,2
385,16,0.01836,2,2
386,5,0.01844,2,2
387,23,0.01828,2,2
388,4,0.01843,2,2
389,19,0.01846,2,2
390,12,0.01849,0,2
391,29,0.01867,0,2
392,17,0.01856,0,2
393,14,0.01843,2,2
394,33,0.01843,0,2
395,13,0.01837,2,2
396,21,0.01836,0,2
397,19,0.01885,0,2
398,13,0.01865,0,2
399,34,0.01856,2,2
400,17,0.01859,0,2
401,3,0.01851,2,2
402,17,0.01869,0,2
403,25,0.01876,0,2
404,25,0.01871,0,2
405,20,0.01909,0,2
406,14,0.01864,0,2
407,29,0.01844,2,2
408,20,0.01832,0,2
409,26,0.01858,0,2
410,6,0.01847,2,2
411,13,0.01833,0,2
412,15,0.0183,0,2
413,24,0.0184,2,2
414,7,0.01838,2,2
415,28,0.01894,2,2
416,24,0.01861,2,2
417,4,0.01833,2,2
418,6,0.01846,2,2
419,16,0.01854,2,2
420,13,0.01861,0,2
421,24,0.01844,2,2
422,8,0.01835,2,2
423,30,0.01855,2,2
424,7,0.01834,0,2
425,10,0.01844,2,2
426,27,0.01849,0,2
427,22,0.01844,2,2
428,6,0.01855,2,2
429,25,0.01847,2,2
430,28,0.01853,0,2
431,15,0.01836,0,2
432,14,0.01852,2,2
433,8,0.0186,2,2
434,27,0.01837,2,2
435,12,0.01862,2,2
436,11,0.01848,0,2
437,12,0.019,2,2
438,21,0.01875,0,2
439,7,0.01824,0,2
440,14,0.01834,0,2
441,13,0.01822,2,2
442,33,0.01815,2,2
443,8,0.01811,2,2
444,35,0.01815,0,2
445,10,0.01805,2,2
446,19,0.01808,0,2
447,19,0.01808,0,2
448,7,0.0182,2,2
449,12,0.01839,2,2
450,5,0.01823,2,2
451,11,0.01812,0,2
452,10,0.01833,0,2
453,9,0.01826,0,2
454,23,0.01813,2,2
455,33,0.01806,0,2
456,13,0.01881,0,2
457,26,0.01901,2,2
458,8,0.01872,2,2
459,19,0.01823,0,2
460,7,0.01819,2,2
461,26,0.01807,0,2
462,20,0.01829,0,2
463,28,0.01823,2,2
464,18,0.01817,0,2
465,17,0.01812,0,2
466,27,0.01822,2,2
467,6,0.0182,0,2
468,24,0.01829,0,2
469,22,0.02012,2,2
470,31,0.01921,0,2
471,11,0.01843,2,2
472,23,0.01848,0,2
473,9,0.01833,2,2
474,17,0.01842,0,2
475,13,0.01832,2,2
476,9,0.01832,2,2
477,13,0.01829,0,2
478,16,0.01834,0,2
479,33,0.01831,0,2
480,21,0.01831,0,2
481,20,0.01828,2,2
482,11,0.01839,0,2
483,29,0.01822,0,2
484,11,0.01816,0,2
485,10,0.01814,0,2
486,7,0.01824,0,2
487,17,0.01817,0,2
488,21,0.01831,0,2
489,24,0.01829,0,2
490,10,0.01815,2,2
491,21,0.01823,2,2
492,16,0.01878,0,2
493,14,0.0181,0,2
494,8,0.01812,2,2
495,5,0.01813,2,2
496,23,0.01815,2,2
497,12,0.01811,2,2
498,23,0.01798,2,2
499,8,0.01811,0,2
500,6,0.01835,2,2
501,7,0.01808,0,2
502,20,0.01818,0,2
503,9,0.01824,0,2
504,12,0.01812,2,2
505,17,0.01859,0,2
506,12,0.01824,0,2
507,20,0.01824,2,2
508,23,0.01836,2,2
509,16,0.01802,0,2
510,8,0.01806,2,2
511,15,0.01811,2,2
512,28,0.01871,2,2
513,17,0.01901,0,2
514,14,0.01864,2,2
515,12,0.01814,2,2
516,20,0.01821,2,2
517,17,0.01825,2,2
518,14,0.01825,2,2
519,31,0.01824,0,2
520,14,0.01845,0,2
521,7,0.01815,2,2
522,9,0.01825,2,2
523,11,0.01835,0,2
524,20,0.01935,0,2
525,31,0.01887,2,2
526,31,0.01921,0,2
527,11,0.02104,2,2
528,7,0.01962,2,2
529,25,0.01905,0,2
530,9,0.01904,2,2
531,27,0.01846,0,2
532,11,0.01954,2,2
533,14,0.01917,2,2
534,16,0.01902,0,2
535,8,0.01885,0,2
536,31,0.02101,0,2
537,12,0.01844,0,2
538,30,0.01846,2,2
539,5,0.01845,2,2
540,13,0.01852,2,2
541,27,0.01851,0,2
542,17,0.01845,0,2
543,30,0.01848,0,2
544,12,0.01827,0,2
545,10,0.01824,0,2
546,20,0.01837,2,2
547,31,0.01831,0,2
548,16,0.01854,2,2
549,13,0.01853,0,2
550,30,0.01835,0,2
551,12,0.01867,2,2
552,25,0.01878,2,2
553,28,0.01877,2,2
554,4,0.01911,2,2
555,33,0.01886,2,2
556,16,0.01863,0,2
557,23,0.0186,2,2
558,12,0.01861,0,2
559,6,0.01872,0,2
560,20,0.01849,0,2
561,18,0.01849,0,2
562,31,0.01847,2,2
563,20,0.01844,2,2
564,9,0.01838,2,2
565,15,0.01851,2,2
566,24,0.01856,0,2
567,13,0.02069,0,2
568,24,0.0195,0,2
569,9,0.0186,2,2
570,11,0.01824,2,2
571,11,0.01847,2,2
572,14,0.01836,0,2
573,28,0.01865,0,2
574,23,0.01853,0,2
575,9,0.01862,0,2
576,21,0.01879,2,2
577,7,0.0186,0,2
578,9,0.01913,2,2
579,12,0.0193,2,2
580,28,0.01933,0,2
581,21,0.01831,0,2
582,24,0.01891,2,2
583,11,0.01883,0,2
584,6,0.01918,0,2
585,31,0.0195,2,2
586,29,0.01869,2,2
587,23,0.01835,0,2
588,9,0.01853,0,2
589,24,0.01915,0,2
590,5,0.01881,0,2
591,25,0.01996,0,2
592,28,0.01909,0,2
593,6,0.01873,2,2
594,5,0.01906,2,2
595,8,0.0212,2,2
596,5,0.02381,0,2
597,14,0.02335,2,2
598,14,0.0193,0,2
599,8,0.01955,2,2
600,16,0.01907,0,2
601,24,0.01867,0,2
602,30,0.01902,2,2
603,11,0.01951,2,2
604,10,0.01898,0,2
605,28,0.01837,2,2
606,8,0.01826,2,2
607,19,0.01824,0,2
608,4,0.0184,2,2
609,26,0.01834,0,2
610,15,0.01826,2,2
611,11,0.01817,0,2
612,10,0.01838,2,2
613,20,0.01831,2,2
614,20,0.01844,2,2
615,7,0.01831,0,2
616,17,0.01817,0,2
617,20,0.01832,0,2
618,30,0.01811,0,2
619,22,0.01819,0,2
620,6,0.01827,2,2
621,29,0.01829,0,2
622,14,0.01821,2,2
623,10,0.01825,2,2
624,5,0.01848,2,2
625,10,0.01859,0,2
626,20,0.01828,2,2
627,11,0.01827,2,2
628,14,0.01824,2,2
629,30,0.01863,0,2
630,20,0.01836,2,2
631,22,0.01823,2,2
632,19,0.01836,0,2
633,8,0.01921,0,2
634,13,0.01867,0,2
635,5,0.01861,2,2
636,24,0.01864,2,2
637,6,0.01823,0,2
638,19,0.01842,0,2
639,10,0.01833,2,2
640,6,0.01843,0,2
641,7,0.01829,2,2
642,13,0.01829,0,2
643,13,0.01851,2,2
644,7,0.01835,0,2
645,8,0.01812,0,2
646,22,0.01832,0,2
647,21,0.01844,2,2
648,7,0.01841,0,2
649,9,0.01869,0,2
650,21,0.01843,2,2
651,26,0.01842,0,2
652,6,0.01822,2,2
653,21,0.01828,2,2
654,31,0.01841,0,2
655,28,0.01833,0,2
656,8,0.01827,0,2
657,17,0.01825,2,2
658,8,0.01828,0,2
659,14,0.01835,0,2
660,20,0.01824,2,2
661,19,0.01831,0,2
662,6,0.01824,2,2
663,33,0.01824,2,2
664,12,0.01808,2,2
665,5,0.01812,2,2
666,21,0.0182,0,2
667,6,0.01833,2,2
668,30,0.01817,2,2
669,8,0.01819,0,2
670,8,0.01826,2,2
671,8,0.01817,2,2
672,9,0.01829,0,2
673,8,0.01821,2,2
674,8,0.01812,0,2
675,21,0.01806,0,2
676,28,0.01817,0,2
677,8,0.01853,0,2
678,14,0.01828,2,2
679,10,0.01849,2,2
680,15,0.01863,2,2
681,33,0.01862,2,2
682,33,0.01848,2,2
683,8,0.01868,2,2
684,26,0.01928,2,2
685,8,0.01879,2,2
686,30,0.01868,0,2
687,5,0.0193,0,2
688,22,0.01886,2,2
689,15,0.01897,0,2
690,4,0.019,0,2
691,10,0.01914,2,2
692,19,0.01878,2,2
693,28,0.01898,0,2
694,9,0.01899,0,2
695,23,0.01909,2,2
696,18,0.01857,0,2
697,22,0.01863,0,2
698,14,0.01908,0,2
699,17,0.01846,0,2
700,8,0.01841,2,2
701,12,0.01852,0,2
702,24,0.01863,2,2
703,11,0.01856,2,2
704,28,0.01866,0,2
705,9,0.01858,2,2
706,5,0.01872,0,2
707,11,0.01841,0,2
708,26,0.01844,0,2
709,24,0.01843,0,2
710,32,0.01846,2,2
711,8,0.01852,0,2
712,12,0.01872,0,2
713,12,0.01835,0,2
714,13,0.01843,0,2
715,15,0.01847,0,2
716,25,0.0183,0,2
717,8,0.01852,2,2
718,21,0.01849,2,2
719,7,0.01845,2,2
720,14,0.01836,2,2
721,7,0.01843,2,2
722,33,0.01843,2,2
723,27,0.01856,0,2
724,9,0.01833,2,2
725,8,0.01872,0,2
726,20,0.01868,0,2
727,15,0.01891,0,2
728,15,0.01848,2,2
729,6,0.01844,0,2
730,25,0.01832,0,2
731,19,0.0187,0,2
732,16,0.01875,0,2
733,10,0.0188,0,2
734,29,0.0187,2,2
735,17,0.01849,0,2
736,14,0.01849,2,2
737,8,0.01884,0,2
738,29,0.01903,0,2
739,29,0.01862,0,2
740,7,0.01927,0,2
741,11,0.01898,2,2
742,9,0.01878,2,2
743,7,0.01879,0,2
744,29,0.01852,0,2
745,6,0.01851,2,2
746,19,0.01859,2,2
747,12,0.01847,2,2
748,22,0.01839,2,2
749,17,0.01838,0,2
750,11,0.01847,0,2
751,20,0.01845,0,2
752,16,0.01815,2,2
753,29,0.01817,0,2
754,12,0.01816,0,2
755,9,0.01821,2,2
756,16,0.01807,2,2
757,18,0.0183,0,2
758,26,0.01825,2,2
759,13,0.01815,0,2
760,10,0.01864,2,2
761,33,0.01867,0,2
762,7,0.01877,2,2
763,27,0.01864,2,2
764,25,0.01831,2,2
765,12,0.01825,0,2
766,6,0.01816,0,2
767,6,0.01827,0,2
768,25,0.01853,0,2
769,6,0.01833,2,2
770,15,0.01847,0,2
771,25,0.01846,2,2
772,31,0.01853,0,2
773,8,0.01839,2,2
774,30,0.01848,2,2
775,18,0.01838,0,2
776,11,0.01927,2,2
777,8,0.01853,0,2
778,22,0.01809,2,2
779,17,0.01821,2,2
780,12,0.01849,0,2
781,33,0.0185,2,2
782,5,0.01843,2,2
783,23,0.01842,0,2
784,18,0.01841,2,2
785,6,0.01838,0,2
786,30,0.01848,0,2
787,8,0.01856,2,2
788,23,0.01868,2,2
789,8,0.01887,2,2
790,9,0.0185,0,2
791,10,0.0193,2,2
792,8,0.0186,2,2
793,25,0.01848,0,2
794,14,0.01899,0,2
795,15,0.0194,0,2
796,29,0.01894,2,2
797,13,0.01848,0,2
798,21,0.01832,0,2
799,31,0.01814,0,2
800,18,0.01863,2,2
801,17,0.01839,2,2
802,5,0.01852,0,2
803,19,0.01835,0,2
804,28,0.0184,0,2
805,16,0.01871,0,2
806,26,0.01839,0,2
807,16,0.0184,0,2
808,28,0.01842,2,2
809,17,0.0184,2,2
810,8,0.01827,2,2
811,28,0.01832,2,2
812,23,0.01821,0,2
813,32,0.01821,0,2
814,20,0.01833,0,2
815,26,0.01818,2,2
816,3,0.01824,2,2
817,11,0.01816,0,2
818,14,0.01813,0,2
819,10,0.01836,0,2
820,7,0.01829,0,2
821,10,0.01819,0,2
822,12,0.01855,2,2
823,22,0.01841,2,2
824,6,0.01839,0,2
825,26,0.01832,0,2
826,19,0.01826,0,2
827,15,0.01813,0,2
828,8,0.01821,2,2
829,22,0.01841,2,2
830,32,0.01826,2,2
831,8,0.01821,0,2
832,10,0.01814,0,2
833,5,0.01827,2,2
834,16,0.01834,0,2
835,18,0.01817,0,2
836,12,0.01821,0,2
837,17,0.01837,0,2
838,4,0.01825,2,2
839,18,0.01857,0,2
840,12,0.01836,0,2
841,10,0.01833,0,2
842,8,0.01834,0,2
843,12,0.0184,0,2
844,30,0.01823,0,2
845,11,0.01847,0,2
846,27,0.01865,0,2
847,8,0.01902,2,2
848,15,0.01894,2,2
849,11,0.01924,2,2
850,10,0.01889,0,2
851,4,0.01877,2,2
852,11,0.01864,2,2
853,23,0.01872,0,2
854,12,0.01881,2,2
855,11,0.01889,0,2
856,21,0.01831,0,2
857,29,0.02393,2,2
858,10,0.02871,0,2
859,31,0.02086,0,2
860,7,0.01836,2,2
861,11,0.01851,2,2
862,24,0.01846,2,2
863,18,0.01844,2,2
864,19,0.0184,2,2
865,30,0.01846,0,2
866,28,0.01845,2,2
867,13,0.01857,0,2
868,9,0.01852,0,2
869,17,0.01838,2,2
870,21,0.01872,0,2
871,13,0.01844,2,2
872,16,0.01841,2,2
873,27,0.01844,0,2
874,10,0.0186,0,2
875,26,0.01866,0,2
876,5,0.01864,2,2
877,11,0.01849,0,2
878,10,0.01847,2,2
879,19,0.01844,0,2
880,6,0.01854,2,2
881,6,0.01847,2,2
882,11,0.01847,2,2
883,18,0.01852,2,2
884,15,0.01841,2,2
885,22,0.01847,0,2
886,11,0.01908,2,2
887,23,0.01845,2,2
888,9,0.01843,2,2
889,5,0.01836,2,2
890,8,0.01844,2,2
891,30,0.01834,2,2
892,14,0.01845,0,2
893,23,0.01847,0,2
894,21,0.01855,2,2
895,19,0.01844,0,2
896,23,0.01855,2,2
897,8,0.01845,2,2
898,13,0.01948,2,2
899,6,0.01898,0,2
900,27,0.01895,0,2
901,13,0.01941,0,2
902,20,0.01889,0,2
903,22,0.0185,0,2
904,22,0.01881,2,2
905,31,0.01848,0,2
906,19,0.01844,0,2
907,8,0.01838,2,2
908,13,0.01856,0,2
909,6,0.0185,0,2
910,12,0.01842,2,2
911,10,0.01846,2,2
912,27,0.01845,0,2
913,12,0.01825,0,2
914,16,0.01832,0,2
915,27,0.01843,0,2
916,14,0.01842,2,2
917,25,0.01853,0,2
918,31,0.01851,0,2
919,6,0.01836,0,2
920,6,0.01838,2,2
921,15,0.01842,2,2
922,14,0.01834,2,2
923,25,0.01842,0,2
924,18,0.01845,2,2
925,12,0.0185,0,2
926,6,0.01842,2,2
927,9,0.01829,0,2
928,21,0.01847,2,2
929,7,0.01823,2,2
930,26,0.01829,2,2
931,19,0.01827,2,2
932,19,0.01825,2,2
933,22,0.01827,2,2
934,7,0.01814,0,2
935,4,0.01872,2,2
936,8,0.01819,0,2
937,21,0.01821,0,2
938,5,0.01818,2,2
939,26,0.01812,0,2
940,18,0.01821,0,2
941,7,0.01822,2,2
942,15,0.01823,0,2
943,15,0.01821,2,2
944,21,0.01821,2,2
945,5,0.01819,2,2
946,24,0.01837,0,2
947,33,0.01821,0,2
948,10,0.0183,0,2
949,20,0.01856,0,2
950,19,0.01836,2,2
951,22,0.01849,0,2
952,18,0.01837,0,2
953,17,0.01862,2,2
954,26,0.01865,2,2
955,6,0.01858,0,2
956,30,0.01856,2,2
957,16,0.01885,2,2
958,7,0.01842,2,2
959,10,0.01852,2,2
960,7,0.01855,0,2
961,16,0.01855,2,2
962,5,0.01856,0,2
963,21,0.01874,0,2
964,28,0.01876,2,2
965,13,0.01868,2,2
966,17,0.01894,0,2
967,8,0.01897,2,2
968,32,0.01872,0,2
969,8,0.01904,0,2
970,13,0.01859,0,2
971,8,0.01866,2,2
972,5,0.01867,0,2
973,5,0.01864,0,2
974,19,0.01829,2,2
975,20,0.01837,0,2
976,7,0.0185,2,2
977,14,0.01833,2,2
978,10,0.0184,0,2
979,14,0.01828,2,2
980,22,0.01827,0,2
981,8,0.01834,2,2
982,33,0.01853,2,2
983,27,0.01875,0,2
984,17,0.0184,0,2
985,25,0.01842,2,2
986,13,0.01842,2,2
987,14,0.01873,2,2
988,18,0.01844,0,2
989,17,0.01854,0,2
990,15,0.01835,0,2
991,28,0.01841,2,2
992,7,0.01828,2,2
993,26,0.01815,2,2
994,25,0.01827,2,2
995,18,0.0184,2,2
996,22,0.0183,2,2
997,10,0.01826,0,2
998,7,0.01839,0,2
999,9,0.0184,2,2
1000,14,0.01837,2,2
1001,17,0.0182,0,2
1002,28,0.01835,0,2
1003,13,0.01837,2,2
1004,13,0.01817,2,2
1005,12,0.0182,0,2
1006,7,0.01835,2,2
1007,27,0.01826,2,2
1008,10,0.01828,2,2
1009,14,0.01858,0,2
1010,11,0.01833,0,2
1011,25,0.01829,0,2
1012,5,0.01815,2,2
1013,16,0.01815,2,2
1014,14,0.01818,0,2
1015,12,0.01827,2,2
1016,24,0.01838,2,2
1017,14,0.01823,2,2
1018,11,0.01835,2,2
1019,20,0.01829,2,2
1020,20,0.01817,0,2
1021,6,0.01828,0,2
1022,10,0.01831,2,2
1023,14,0.01822,2,2
1024,32,0.01834,2,2
1025,21,0.01809,0,2
1026,10,0.01811,2,2
1027,14,0.0184,2,2
1028,21,0.01848,2,2
1029,11,0.01858,2,2
1030,9,0.01855,2,2
1031,6,0.0183,2,2
1032,20,0.01842,0,2
1033,12,0.01837,0,2
1034,28,0.01845,2,2
1035,11,0.01819,0,2
1036,12,0.01835,2,2
1037,33,0.01828,2,2
1038,11,0.01842,0,2
1039,19,0.01836,0,2
1040,6,0.01851,2,2
1041,21,0.01857,0,2
1042,18,0.01831,2,2
1043,28,0.01831,0,2
1044,6,0.01836,0,2
1045,28,0.01832,2,2
1046,29,0.0186,0,2
1047,14,0.01856,2,2
1048,26,0.01852,0,2
1049,14,0.01918,0,2
1050,8,0.01912,0,2
1051,19,0.01864,0,2
1052,19,0.01871,0,2
1053,4,0.01853,2,2
1054,11,0.01848,0,2
1055,18,0.0185,2,2
1056,15,0.01855,0,2
1057,21,0.01857,0,2
1058,6,0.01855,2,2
1059,26,0.0184,2,2
1060,17,0.01854,0,2
1061,26,0.0188,0,2
1062,12,0.01882,2,2
1063,17,0.0187,0,2
1064,8,0.01903,0,2
1065,7,0.01885,2,2
1066,8,0.01893,2,2
1067,14,0.01861,2,2
1068,23,0.01869,2,2
