tweet_id,seq_len,runtime_s
280,20,0.02641
281,27,0.02687
282,14,0.0261
283,4,0.0262
284,18,0.02673
285,9,0.02644
286,27,0.02634
287,8,0.02932
288,11,0.02679
289,16,0.02728
290,17,0.02644
291,12,0.02646
292,15,0.02738
293,14,0.02631
294,6,0.02631
295,7,0.02576
296,16,0.02635
297,5,0.02626
298,6,0.02996
299,12,0.027
300,13,0.02626
301,33,0.02706
302,4,0.02623
303,13,0.02637
304,30,0.02679
305,13,0.02606
306,35,0.0264
307,12,0.02645
308,23,0.02647
309,15,0.03003
310,4,0.02643
311,23,0.0264
312,25,0.02682
313,12,0.02695
314,8,0.02605
315,29,0.02732
316,17,0.02673
317,11,0.02668
318,14,0.02595
319,32,0.02706
320,23,0.02656
321,23,0.02935
322,11,0.02611
323,30,0.02715
324,12,0.02697
325,13,0.02655
326,24,0.02683
327,9,0.02654
328,10,0.02642
329,32,0.02633
330,17,0.02709
331,6,0.02731
332,15,0.02985
333,15,0.02693
334,31,0.02664
335,6,0.02704
336,22,0.02648
337,23,0.02618
338,12,0.02725
339,18,0.02728
340,8,0.02665
341,23,0.0265
342,13,0.02642
343,12,0.02944
344,22,0.02634
345,20,0.02622
346,22,0.02694
347,18,0.02663
348,13,0.02647
349,15,0.02643
350,19,0.02628
351,23,0.0265
352,6,0.02659
353,6,0.02671
354,19,0.02663
355,7,0.02984
356,3,0.02633
357,9,0.02632
358,15,0.02678
359,22,0.02639
360,25,0.02596
361,23,0.02685
362,20,0.0265
363,22,0.02712
364,5,0.02679
365,19,0.02619
366,16,0.02898
367,9,0.02689
368,16,0.02677
369,14,0.02631
370,10,0.02633
371,29,0.02697
372,12,0.02638
373,35,0.02609
374,15,0.02693
375,28,0.02646
376,9,0.02681
377,27,0.02849
378,8,0.02694
379,23,0.02725
380,7,0.02648
381,9,0.02652
382,23,0.02737
383,29,0.02667
384,16,0.02696
385,16,0.02654
386,5,0.02724
387,23,0.02678
388,4,0.02585
389,19,0.02934
390,12,0.02642
391,29,0.02682
392,17,0.02669
393,14,0.02665
394,33,0.02688
395,13,0.02676
396,21,0.02628
397,19,0.02626
398,13,0.02663
399,34,0.02657
400,17,0.02881
401,3,0.02609
402,17,0.02705
403,25,0.02707
404,25,0.02622
405,20,0.02623
406,14,0.0263
407,29,0.02653
408,20,0.02682
409,26,0.02625
410,6,0.02657
411,13,0.02941
412,15,0.02623
413,24,0.02691
414,7,0.02603
415,28,0.02667
416,24,0.02661
417,4,0.02747
418,6,0.02696
419,16,0.02835
420,13,0.02667
421,24,0.02697
422,8,0.02682
423,30,0.03065
424,7,0.0275
425,10,0.02639
426,27,0.02715
427,22,0.02661
428,6,0.02638
429,25,0.02627
430,28,0.02639
431,15,0.02636
432,14,0.02672
433,8,0.0263
434,27,0.02898
435,12,0.02704
436,11,0.02635
437,12,0.02655
438,21,0.02669
439,7,0.02606
440,14,0.02689
441,13,0.02608
442,33,0.02609
443,8,0.02624
444,35,0.02649
445,10,0.02928
446,19,0.02672
447,19,0.02673
448,7,0.02621
449,12,0.02664
450,5,0.02661
451,11,0.02646
452,10,0.02657
453,9,0.02641
454,23,0.02594
455,33,0.02678
456,13,0.02605
457,26,0.0291
458,8,0.02719
459,19,0.02628
460,7,0.02651
461,26,0.0269
462,20,0.02658
463,28,0.02721
464,18,0.02668
465,17,0.0265
466,27,0.02631
467,6,0.02573
468,24,0.03006
469,22,0.02651
470,31,0.02637
471,11,0.02639
472,23,0.02651
473,9,0.0264
474,17,0.02734
475,13,0.02651
476,9,0.02652
477,13,0.02627
478,16,0.02615
479,33,0.02918
480,21,0.02806
481,20,0.029
482,11,0.02642
483,29,0.02663
484,11,0.02686
485,10,0.02656
486,7,0.02641
487,17,0.02657
488,21,0.02684
489,24,0.02661
490,10,0.02662
491,21,0.02939
492,16,0.02704
493,14,0.02677
494,8,0.02641
495,5,0.027
496,23,0.02653
497,12,0.02715
498,23,0.02646
499,8,0.02605
500,6,0.02644
501,7,0.02703
502,20,0.02882
503,9,0.02708
504,12,0.02773
505,17,0.02722
506,12,0.02905
507,20,0.02765
508,23,0.02779
509,16,0.02764
510,8,0.02817
511,15,0.02699
512,28,0.02702
513,17,0.0298
514,14,0.0266
515,12,0.02698
516,20,0.02634
517,17,0.02597
518,14,0.02676
519,31,0.0264
520,14,0.02666
521,7,0.02654
522,9,0.02615
523,11,0.02606
524,20,0.02671
525,31,0.02889
526,31,0.02674
527,11,0.02714
528,7,0.02658
529,25,0.02646
530,9,0.0264
531,27,0.02669
532,11,0.02632
533,14,0.02686
534,16,0.02643
535,8,0.02645
536,31,0.02916
537,12,0.02699
538,30,0.02667
539,5,0.0262
540,13,0.02668
541,27,0.02658
542,17,0.02653
543,30,0.02634
544,12,0.02647
545,10,0.0261
546,20,0.02624
547,31,0.02948
548,16,0.02679
549,13,0.02684
550,30,0.02713
551,12,0.02641
552,25,0.02627
553,28,0.02659
554,4,0.02642
555,33,0.02657
556,16,0.02686
557,23,0.02658
558,12,0.02662
559,6,0.02895
560,20,0.02626
561,18,0.02652
562,31,0.02687
563,20,0.0267
564,9,0.02638
565,15,0.02714
566,24,0.03677
567,13,0.03772
568,24,0.02658
569,9,0.02617
570,11,0.03001
571,11,0.02681
572,14,0.0268
573,28,0.02647
574,23,0.02786
575,9,0.02668
576,21,0.02664
577,7,0.02651
578,9,0.02668
579,12,0.02692
580,28,0.02668
581,21,0.02921
582,24,0.02681
583,11,0.02681
584,6,0.02655
585,31,0.02672
586,29,0.0269
587,23,0.02901
588,9,0.02625
589,24,0.02953
590,5,0.03631
591,25,0.03392
592,28,0.02665
593,6,0.02971
594,5,0.02676
595,8,0.02678
596,5,0.02714
597,14,0.0263
598,14,0.02642
599,8,0.02654
600,16,0.02665
601,24,0.02578
602,30,0.02633
603,11,0.02596
604,10,0.02944
605,28,0.02685
606,8,0.02663
607,19,0.0265
608,4,0.02678
609,26,0.02586
610,15,0.0263
611,11,0.0271
612,10,0.02629
613,20,0.02659
614,20,0.02649
615,7,0.02936
616,17,0.02629
617,20,0.02801
618,30,0.02649
619,22,0.02616
620,6,0.02644
621,29,0.02679
622,14,0.02662
623,10,0.02649
624,5,0.02652
625,10,0.02636
626,20,0.02669
627,11,0.02961
628,14,0.02639
629,30,0.02666
630,20,0.0275
631,22,0.02639
632,19,0.02693
633,8,0.02618
634,13,0.02612
635,5,0.02679
636,24,0.02589
637,6,0.02632
638,19,0.02899
639,10,0.02681
640,6,0.02704
641,7,0.02742
642,13,0.02642
643,13,0.02676
644,7,0.02651
645,8,0.0265
646,22,0.02671
647,21,0.02607
648,7,0.02693
649,9,0.02954
650,21,0.02695
651,26,0.02748
652,6,0.02703
653,21,0.02641
654,31,0.02687
655,28,0.02661
656,8,0.02706
657,17,0.02632
658,8,0.02625
659,14,0.02711
660,20,0.02612
661,19,0.02969
662,6,0.02681
663,33,0.02669
664,12,0.02685
665,5,0.02761
666,21,0.02618
667,6,0.02685
668,30,0.02717
669,8,0.02677
670,8,0.02647
671,8,0.0265
672,9,0.0289
673,8,0.02725
674,8,0.02676
675,21,0.02625
676,28,0.02664
677,8,0.02665
678,14,0.0266
679,10,0.02623
680,15,0.02611
681,33,0.0273
682,33,0.02671
683,8,0.02944
684,26,0.02655
685,8,0.02607
686,30,0.027
687,5,0.02626
688,22,0.02655
689,15,0.02663
690,4,0.02711
691,10,0.02624
692,19,0.0266
693,28,0.02618
694,9,0.02618
695,23,0.02987
696,18,0.02668
697,22,0.02649
698,14,0.02659
699,17,0.02647
700,8,0.02663
701,12,0.02641
702,24,0.02714
703,11,0.02673
704,28,0.02678
705,9,0.02642
706,5,0.02895
707,11,0.02665
708,26,0.02654
709,24,0.02634
710,32,0.02674
711,8,0.02635
712,12,0.02657
713,12,0.02696
714,13,0.02659
715,15,0.02668
716,25,0.02613
717,8,0.02981
718,21,0.02692
719,7,0.02698
720,14,0.02733
721,7,0.02734
722,33,0.02646
723,27,0.02665
724,9,0.02646
725,8,0.02673
726,20,0.02615
727,15,0.02609
728,15,0.02743
729,6,0.02942
730,25,0.02749
731,19,0.02612
732,16,0.02672
733,10,0.02673
734,29,0.02648
735,17,0.02609
736,14,0.02635
737,8,0.02628
738,29,0.02673
739,29,0.02675
740,7,0.02968
741,11,0.02691
742,9,0.0261
743,7,0.02666
744,29,0.02672
745,6,0.02669
746,19,0.0257
747,12,0.02629
748,22,0.02689
749,17,0.0264
750,11,0.02693
751,20,0.029
752,16,0.02647
753,29,0.02664
754,12,0.02663
755,9,0.02633
756,16,0.02658
757,18,0.02643
758,26,0.02702
759,13,0.02585
760,10,0.02638
761,33,0.02687
762,7,0.02642
763,27,0.02951
764,25,0.02697
765,12,0.02607
766,6,0.02709
767,6,0.02618
768,25,0.02666
769,6,0.02639
770,15,0.02614
771,25,0.02673
772,31,0.02594
773,8,0.02666
774,30,0.02942
775,18,0.02704
776,11,0.02623
777,8,0.02656
778,22,0.02642
779,17,0.02742
780,12,0.0268
781,33,0.02642
782,5,0.02679
783,23,0.02615
784,18,0.02691
785,6,0.02916
786,30,0.02606
787,8,0.02727
788,23,0.02672
789,8,0.02985
790,9,0.02925
791,10,0.02688
792,8,0.02654
793,25,0.02633
794,14,0.02676
795,15,0.02684
796,29,0.02652
797,13,0.02925
798,21,0.02696
799,31,0.02656
800,18,0.02694
801,17,0.02666
802,5,0.02638
803,19,0.02647
804,28,0.02693
805,16,0.0265
806,26,0.02626
807,16,0.02661
808,28,0.0288
809,17,0.02655
810,8,0.02667
811,28,0.02696
812,23,0.0263
813,32,0.02655
814,20,0.02674
815,26,0.02626
816,3,0.02587
817,11,0.02654
818,14,0.02643
819,10,0.02987
820,7,0.02592
821,10,0.02694
822,12,0.02622
823,22,0.02708
824,6,0.02632
825,26,0.02673
826,19,0.02659
827,15,0.02613
828,8,0.0266
829,22,0.02642
830,32,0.02662
831,8,0.02968
832,10,0.02628
833,5,0.0265
834,16,0.02637
835,18,0.02795
836,12,0.0264
837,17,0.02711
838,4,0.026
839,18,0.02654
840,12,0.02627
841,10,0.02636
842,8,0.0294
843,12,0.026
844,30,0.02644
845,11,0.02647
846,27,0.02672
847,8,0.02646
848,15,0.02616
849,11,0.02612
850,10,0.02647
851,4,0.02607
852,11,0.02565
853,23,0.03141
854,12,0.02757
855,11,0.02708
856,21,0.0272
857,29,0.02667
858,10,0.02659
859,31,0.02587
860,7,0.0273
861,11,0.02672
862,24,0.02611
863,18,0.02634
864,19,0.0262
865,30,0.02956
866,28,0.02709
867,13,0.02808
868,9,0.0281
869,17,0.02626
870,21,0.02688
871,13,0.02616
872,16,0.0267
873,27,0.02634
874,10,0.02682
875,26,0.02646
876,5,0.02905
877,11,0.02707
878,10,0.02612
879,19,0.02641
880,6,0.02695
881,6,0.02654
882,11,0.02615
883,18,0.02614
884,15,0.02623
885,22,0.02638
886,11,0.02633
887,23,0.02942
888,9,0.02678
889,5,0.02603
890,8,0.02666
891,30,0.02645
892,14,0.02712
893,23,0.02684
894,21,0.02626
895,19,0.02654
896,23,0.02595
897,8,0.02612
898,13,0.02655
899,6,0.02945
900,27,0.02681
901,13,0.02715
902,20,0.02683
903,22,0.02638
904,22,0.02709
905,31,0.02688
906,19,0.02677
907,8,0.02651
908,13,0.02572
909,6,0.02633
910,12,0.02969
911,10,0.02623
912,27,0.02643
913,12,0.02617
914,16,0.02723
915,27,0.02625
916,14,0.02617
917,25,0.02643
918,31,0.02645
919,6,0.02653
920,6,0.02613
921,15,0.02939
922,14,0.02663
923,25,0.02735
924,18,0.02654
925,12,0.02646
926,6,0.02725
927,9,0.02627
928,21,0.02615
929,7,0.02672
930,26,0.02646
931,19,0.02687
932,19,0.02638
933,22,0.02916
934,7,0.02711
935,4,0.02709
936,8,0.02717
937,21,0.0264
938,5,0.02634
939,26,0.02631
940,18,0.02687
941,7,0.02755
942,15,0.02653
943,15,0.02645
944,21,0.02933
945,5,0.02652
946,24,0.02749
947,33,0.0272
948,10,0.02665
949,20,0.02628
950,19,0.02726
951,22,0.02631
952,18,0.02681
953,17,0.02675
954,26,0.02627
955,6,0.02958
956,30,0.02669
957,16,0.02661
958,7,0.02675
959,10,0.02651
960,7,0.02702
961,16,0.02652
962,5,0.02626
963,21,0.02628
964,28,0.02727
965,13,0.02659
966,17,0.02656
967,8,0.02912
968,32,0.02738
969,8,0.02657
970,13,0.02655
971,8,0.02632
972,5,0.02611
973,5,0.02622
974,19,0.02667
975,20,0.02641
976,7,0.02618
977,14,0.02614
978,10,0.02875
979,14,0.18722
980,22,0.02699
981,8,0.02666
982,33,0.0267
983,27,0.02681
984,17,0.02665
985,25,0.02718
986,13,0.02762
987,14,0.02674
988,18,0.02705
989,17,0.02924
990,15,0.02666
991,28,0.02701
992,7,0.02748
993,26,0.02734
994,25,0.02645
995,18,0.02715
996,22,0.02728
997,10,0.02675
998,7,0.02641
999,9,0.02638
1000,14,0.0296
1001,17,0.02669
1002,28,0.02637
1003,13,0.02736
1004,13,0.02721
1005,12,0.02767
1006,7,0.02742
1007,27,0.02779
1008,10,0.02727
1009,14,0.02741
1010,11,0.02751
1011,25,0.03025
1012,5,0.02707
1013,16,0.02768
1014,14,0.0268
1015,12,0.02791
1016,24,0.02637
1017,14,0.02649
1018,11,0.02621
1019,20,0.02792
1020,20,0.02748
1021,6,0.02946
1022,10,0.02639
1023,14,0.02749
1024,32,0.02692
1025,21,0.0273
1026,10,0.02748
1027,14,0.02615
1028,21,0.02741
1029,11,0.02741
1030,9,0.02732
1031,6,0.02729
1032,20,0.02952
1033,12,0.02728
1034,28,0.0273
1035,11,0.02739
1036,12,0.02746
1037,33,0.02654
1038,11,0.02621
1039,19,0.02734
1040,6,0.02631
1041,21,0.02775
1042,18,0.0286
1043,28,0.03028
1044,6,0.02728
1045,28,0.02687
1046,29,0.0286
1047,14,0.02737
1048,26,0.02709
1049,14,0.02756
1050,8,0.02721
1051,19,0.02662
1052,19,0.0277
1053,4,0.02697
1054,11,0.02793
1055,18,0.02999
1056,15,0.02717
1057,21,0.02766
1058,6,0.02715
1059,26,0.0271
1060,17,0.0269
1061,26,0.02766
1062,12,0.02739
1063,17,0.02668
1064,8,0.02793
1065,7,0.02707
1066,8,0.03024
1067,14,0.0277
1068,23,0.02711
1069,20,0.02715
1070,18,0.02663
1071,20,0.0278
1072,25,0.02782
1073,20,0.0274
1074,31,0.02792
1075,32,0.0274
1076,31,0.02692
1077,18,0.03031
1078,23,0.02813
1079,16,0.02752
1080,10,0.02751
1081,23,0.02719
1082,22,0.02743
1083,24,0.02707
1084,27,0.02771
1085,9,0.02734
1086,4,0.02698
1087,23,0.02723
1088,6,0.02971
1089,25,0.02732
1090,20,0.02729
1091,7,0.02712
1092,6,0.02768
1093,17,0.02755
1094,15,0.02726
1095,11,0.02777
1096,12,0.02733
1097,8,0.02643
1098,8,0.02755
1099,8,0.02648
1100,15,0.03058
1101,22,0.02738
1102,23,0.02692
1103,18,0.02697
1104,14,0.02687
1105,19,0.02732
1106,24,0.02658
1107,8,0.02663
1108,14,0.02586
1109,3,0.02669
1110,26,0.0266
1111,15,0.0296
1112,12,0.0279
1113,13,0.02728
1114,16,0.02733
1115,18,0.02677
1116,7,0.02647
1117,18,0.02763
1118,21,0.02756
1119,5,0.02642
1120,22,0.02747
1121,7,0.02649
1122,30,0.02957
1123,21,0.0276
1124,10,0.0276
1125,11,0.0275
1126,25,0.02736
1127,9,0.02708
1128,13,0.02675
1129,13,0.0262
1130,16,0.02767
1131,17,0.02722
1132,9,0.02709
1133,10,0.02995
1134,28,0.02708
1135,20,0.02728
1136,7,0.02676
1137,9,0.0278
1138,8,0.02695
1139,14,0.02619
1140,21,0.02786
1141,27,0.0266
1142,16,0.02741
1143,16,0.02758
1144,7,0.02753
1145,14,0.02994
1146,12,0.02748
1147,11,0.02713
1148,22,0.02761
1149,11,0.02696
1150,6,0.02864
1151,16,0.02745
1152,21,0.0265
1153,13,0.02817
1154,13,0.02794
1155,10,0.02746
1156,10,0.03027
1157,14,0.02782
1158,16,0.02717
1159,31,0.02754
1160,7,0.02699
1161,9,0.02778
1162,21,0.02639
1163,13,0.02755
1164,15,0.02661
1165,20,0.02623
1166,4,0.02783
1167,17,0.02998
1168,16,0.0268
1169,10,0.02734
1170,14,0.0272
1171,22,0.02737
1172,13,0.02853
1173,12,0.02701
1174,8,0.02824
1175,22,0.02751
1176,10,0.02687
1177,8,0.02638
1178,23,0.03032
1179,9,0.02714
1180,27,0.02788
1181,8,0.02758
1182,17,0.02763
1183,12,0.02745
1184,12,0.02731
1185,12,0.02763
1186,18,0.02724
1187,26,0.02707
1188,27,0.02731
1189,15,0.02637
1190,28,0.03025
1191,18,0.02753
1192,21,0.02803
1193,12,0.02733
1194,16,0.0274
1195,16,0.0272
1196,15,0.02695
1197,8,0.02712
1198,15,0.0273
1199,21,0.02748
1200,20,0.02663
1201,7,0.03032
1202,27,0.02688
1203,8,0.02654
1204,5,0.02646
1205,7,0.02743
1206,7,0.02691
1207,25,0.02734
1208,30,0.02754
1209,6,0.02712
1210,9,0.02711
1211,28,0.02655
1212,20,0.03034
1213,9,0.0267
1214,7,0.0273
1215,25,0.02649
1216,8,0.02658
1217,30,0.02908
1218,31,0.03014
1219,19,0.02737
1220,13,0.02634
1221,29,0.0272
1222,34,0.02761
1223,29,0.03003
1224,14,0.02739
1225,13,0.02656
1226,11,0.02714
1227,15,0.02728
1228,14,0.02581
1229,16,0.02695
1230,9,0.02623
1231,11,0.02669
1232,15,0.02708
1233,26,0.02907
1234,28,0.02815
1235,25,0.03172
1236,14,0.02944
1237,10,0.02806
1238,23,0.02751
1239,25,0.02877
1240,13,0.02763
1241,20,0.02766
1242,16,0.02788
1243,28,0.02791
1244,25,0.03051
1245,6,0.03122
1246,27,0.03171
1247,13,0.02868
1248,16,0.02751
1249,25,0.02721
1250,5,0.02831
1251,21,0.02947
1252,19,0.03012
1253,17,0.02741
1254,26,0.02923
1255,11,0.02716
1256,18,0.0272
1257,28,0.03179
1258,16,0.02769
1259,19,0.02826
1260,14,0.02879
1261,16,0.02752
1262,5,0.02873
1263,10,0.02816
1264,23,0.02752
1265,10,0.02792
1266,19,0.0282
1267,17,0.02799
1268,9,0.03167
1269,11,0.02945
1270,11,0.02849
1271,24,0.0296
1272,12,0.02883
1273,24,0.02755
1274,8,0.02681
1275,18,0.02664
1276,5,0.0266
1277,12,0.02749
1278,15,0.0272
1279,11,0.02649
1280,7,0.03088
1281,15,0.02763
1282,13,0.02728
1283,16,0.02761
1284,15,0.02718
1285,24,0.02718
1286,17,0.02735
1287,16,0.02654
1288,14,0.02658
1289,18,0.02637
1290,7,0.02605
1291,8,0.03009
1292,5,0.02733
1293,8,0.02673
1294,34,0.02718
1295,25,0.02643
1296,34,0.02744
1297,13,0.02726
1298,6,0.02718
1299,21,0.02705
1300,14,0.02696
1301,20,0.02636
1302,25,0.03029
1303,33,0.02749
1304,13,0.02723
1305,10,0.02677
1306,17,0.0279
1307,14,0.02716
1308,17,0.02664
1309,19,0.02596
1310,9,0.02672
1311,12,0.02627
1312,28,0.02725
1313,25,0.02999
1314,14,0.02827
1315,5,0.02708
1316,7,0.02815
1317,12,0.02764
1318,19,0.02701
1319,6,0.02646
1320,31,0.02636
1321,19,0.02698
1322,8,0.02679
1323,16,0.02654
1324,28,0.02616
1325,24,0.03013
1326,26,0.02725
1327,3,0.02683
1328,13,0.02741
1329,22,0.02652
1330,8,0.02689
1331,13,0.02676
1332,15,0.02673
1333,26,0.02733
1334,13,0.0266
1335,14,0.02694
1336,28,0.02976
1337,16,0.02739
1338,22,0.02728
1339,27,0.0272
1340,31,0.02671
1341,15,0.02633
1342,4,0.02695
1343,6,0.02718
1344,9,0.02647
1345,20,0.02599
1346,10,0.02657
1347,17,0.03004
1348,15,0.02717
1349,17,0.02628
1350,9,0.02716
1351,30,0.02625
1352,9,0.02663
1353,19,0.02652
1354,7,0.02738
1355,24,0.026
1356,19,0.0267
1357,14,0.02644
1358,20,0.02949
1359,16,0.02612
1360,27,0.027
1361,18,0.02733
1362,25,0.02673
1363,9,0.02683
1364,12,0.02669
1365,28,0.02647
1366,15,0.02625
1367,29,0.02627
1368,22,0.02657
1369,16,0.02597
1370,23,0.03011
1371,13,0.02776
1372,7,0.0278
1373,20,0.02718
1374,15,0.02595
1375,15,0.02653
1376,9,0.02647
1377,32,0.02705
1378,23,0.02601
1379,14,0.02646
1380,15,0.02707
1381,21,0.0301
1382,8,0.02648
1383,9,0.02724
1384,31,0.02677
1385,6,0.02664
1386,9,0.02695
1387,22,0.02647
1388,16,0.02624
1389,24,0.02605
1390,16,0.02672
1391,15,0.02657
1392,13,0.02994
1393,23,0.02686
1394,24,0.02654
1395,9,0.02704
1396,21,0.02659
1397,25,0.02722
1398,10,0.02619
1399,24,0.02703
1400,10,0.02683
1401,34,0.02641
1402,25,0.02644
1403,29,0.02911
1404,13,0.02714
1405,12,0.02655
1406,7,0.02793
1407,12,0.02605
1408,24,0.02648
1409,19,0.02637
1410,27,0.0272
1411,15,0.02667
1412,15,0.02624
1413,6,0.02625
1414,19,0.02667
1415,7,0.03066
1416,9,0.02687
1417,26,0.0268
1418,11,0.0264
1419,7,0.02655
1420,28,0.02687
1421,11,0.02641
1422,14,0.02647
1423,25,0.02641
1424,34,0.02665
1425,13,0.02604
1426,12,0.02962
1427,30,0.02673
1428,9,0.02726
1429,24,0.02785
1430,19,0.02637
1431,11,0.02664
1432,29,0.02642
1433,11,0.02642
1434,14,0.02634
1435,11,0.02712
1436,12,0.02674
1437,18,0.02927
1438,25,0.02661
1439,18,0.02649
1440,5,0.02653
1441,14,0.02688
1442,20,0.02629
1443,16,0.02632
1444,7,0.02687
1445,17,0.02714
1446,24,0.02705
1447,10,0.02628
1448,24,0.02947
1449,25,0.02685
1450,29,0.02682
1451,27,0.02649
1452,22,0.0263
1453,6,0.02664
1454,22,0.02695
1455,27,0.02663
1456,24,0.02656
1457,28,0.02657
1458,21,0.02651
1459,29,0.02634
1460,25,0.02955
1461,9,0.02647
1462,4,0.02702
1463,12,0.02679
1464,25,0.02674
1465,15,0.02658
1466,19,0.02727
1467,24,0.02621
1468,12,0.02629
1469,21,0.02613
1470,12,0.02766
1471,7,0.02935
1472,6,0.02703
1473,29,0.02646
1474,7,0.02705
1475,10,0.02651
1476,11,0.02693
1477,14,0.02689
1478,9,0.02685
1479,9,0.02613
1480,20,0.02596
1481,19,0.02648
1482,24,0.03114
1483,15,0.0267
1484,10,0.0263
1485,9,0.02625
1486,12,0.02685
1487,24,0.02634
1488,31,0.02648
1489,28,0.02657
1490,16,0.02733
1491,25,0.02732
1492,26,0.02627
1493,13,0.02915
1494,12,0.0267
1495,31,0.02692
1496,10,0.02684
1497,18,0.02738
